,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
13883,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10517,12,,A1,193-28 NERO AVENUE,,11423,1,0,1,"6,579","3,060",1998,1,A1,0,6/27/2022,40.7216188,-73.7719584
13884,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10517,30,,A2,86-94 SANCHO STREET,,11423,1,0,1,"8,848","1,305",1945,1,A2,0,2/1/2022,40.7209858,-73.7710839
13885,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10517,33,,A3,86-98 SANCHO STREET,,11423,1,0,1,"6,123","5,377",1925,1,A3,0,5/16/2022,40.7208785,-73.7709616
13886,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10517,62,,A1,86-21 PALERMO STREET,,11423,1,0,1,"11,375","2,328",1930,1,A1,0,2/22/2022,40.721117,-73.7722234
13887,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10519,59,,A2,86-35 PINTO STREET,,11423,1,0,1,"5,750","2,288",1960,1,A2,0,8/16/2022,40.7231117,-73.7690779
13888,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10520,29,,A0,86-16 PINTO STREET,,11423,1,0,1,"15,120","3,132",1940,1,A0,0,2/10/2022,40.7236894,-73.7697217
13889,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10521,58,,A2,86-30 SANCHO STREET,,11423,1,0,1,"8,514","1,978",1935,1,A2,1050000,4/7/2022,40.7230687,-73.7709216
13890,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10521,60,,A2,86-36 SANCHO STREET,,11423,1,0,1,"5,565","1,793",1945,1,A2,0,4/29/2022,40.7229096,-73.7709835
13891,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10522,54,,A2,193-11 MC LAUGHLIN AVENUE,,11423,1,0,1,"7,283","1,433",1950,1,A2,1120000,11/28/2022,40.7229361,-73.7732779
13894,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10523,111,,A1,196-45 MC LAUGHLIN AVENUE,,11423,1,0,1,"18,176","5,000",1950,1,A1,0,2/9/2022,40.7246829,-73.7696677
13897,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10524,252,,A2,198-45 DUNTON AVENUE,,11423,1,0,1,"3,276","1,831",1950,1,A2,1075000,3/2/2022,40.7209529,-73.7643053
13899,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10526,61,,A1,199-73 KENO AVENUE,,11423,1,0,1,"17,542","7,268",1950,1,A1,0,1/18/2023,40.7226687,-73.7658361
13900,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10526,78,,A1,199-37 KENO AVENUE,,11423,1,0,1,"13,308","5,400",2008,1,A1,2630000,9/8/2022,40.7226436,-73.7669871
13901,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10526,111,,A2,86-41 MARENGO STREET,,11423,1,0,1,"9,672","2,349",1960,1,A2,0,4/20/2022,40.7233149,-73.7677784
13902,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10527,1,,A2,199-02 EPSOM COURSE,,11423,1,0,1,"6,299",950,1945,1,A2,1210000,8/12/2022,40.7235423,-73.7661794
13903,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10527,1,,A2,199-02 EPSOM COURSE,,11423,1,0,1,"6,300",950,1945,1,A2,0,5/6/2022,40.7235423,-73.7661794
13904,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10527,5,,A1,199-06 EPSOM COURSE,,11423,1,0,1,"5,500","2,399",1970,1,A1,0,7/20/2022,40.7236462,-73.7659878
13905,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10528,35,,A1,198-25 EPSOM COURSE,,11423,1,0,1,"8,499","2,400",1950,1,A1,1700000,12/21/2022,40.7242601,-73.766902
13906,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10529,5,,A2,200-14 MC LAUGHLIN AVENUE,,11423,1,0,1,"6,104","1,878",1945,1,A2,923000,5/26/2022,40.7251253,-73.7658527
13907,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10529,9,,A2,86-14 FRANCIS LEWIS BLVD,,11427,1,0,1,"4,999","1,323",1955,1,A2,750000,12/8/2022,40.7249602,-73.7656224
13908,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10532,36,,A1,19836 DUNTON AVENUE,,11423,1,0,1,"5,100","2,760",1975,1,A1,995000,2/15/2022,40.7204561,-73.7643179
13909,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10532,163,,A1,198-17 FOOTHILL AVENUE,,11423,1,0,1,"4,290","2,086",1930,1,A1,900000,5/4/2022,40.7199022,-73.7646012
13910,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10538,47,,A3,87-59 DUNTON STREET,,11423,1,0,1,"42,367","3,045",1965,1,A3,0,9/7/2022,40.721085,-73.7631396
13911,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10538,119,,A2,200-17 KENO AVENUE,,11423,1,0,1,"5,150","2,046",1955,1,A2,1240000,5/23/2022,40.7227702,-73.7644612
13912,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10538,160,,A2,200-19 POMPEII ROAD,,11423,1,0,1,"5,249","1,190",1970,1,A2,0,6/24/2022,40.7221509,-73.763594
13913,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10538,165,,A1,200-11 POMPEII ROAD,,11423,1,0,1,"4,600","1,672",1970,1,A1,110000,4/18/2022,40.7219208,-73.7638509
13914,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10589,36,,A2,206-58 WHITEHALL TERRACE,,11427,1,0,1,"4,099","1,404",1945,1,A2,450000,12/27/2022,40.7228038,-73.7581332
13916,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10589,50,,S1,207-19 HILLSIDE AVENUE,,11427,1,1,2,"3,000","1,800",1950,1,S1,825000,8/12/2022,40.7222443,-73.7583373
13917,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10589,63,,S1,206-15 HILLSIDE AVENUE,,11427,1,1,2,"3,000","2,000",1950,1,S1,675000,8/31/2022,40.7216395,-73.7592017
13918,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10590,61,,A2,206-27 WHITEHALL TERRACE,,11427,1,0,1,"4,399","1,393",1950,1,A2,0,1/23/2023,40.7225647,-73.7593282
13919,4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10591,17,,A2,209-22 WHITEHALL TERRACE,,11427,1,0,1,"3,999","1,465",1945,1,A2,835000,7/1/2022,40.7234688,-73.7571856
13920,4,HOLLISWOOD,02 TWO FAMILY DWELLINGS,1,10507,54,,S2,191-15 HILLSIDE AVENUE,,11423,2,1,3,"8,124","5,770",1925,1,S2,0,9/2/2022,40.7164725,-73.770634
13921,4,HOLLISWOOD,02 TWO FAMILY DWELLINGS,1,10520,39,,B1,86-46 PINTO STREET,,11423,2,0,2,"9,374","1,515",1945,1,B1,0,11/28/2022,40.7229262,-73.7696486
13923,4,HOLLISWOOD,03 THREE FAMILY DWELLINGS,1,10532,234,,C0,202-21 FOOTHILL AVENUE,,11423,3,0,3,"9,655","3,900",1980,1,C0,0,9/7/2022,40.720771,-73.762596
13924,4,HOLLISWOOD,05 TAX CLASS 1 VACANT LAND,1B,10499,7,,V0,188-20 PALO ALTO AVENUE,,11423,0,0,0,"11,424",0,,1,V0,750000,5/16/2022,40.7164285,-73.7733938
13927,4,HOLLISWOOD,07 RENTALS - WALKUP APARTMENTS,2,10590,100,,C9,86-50 FRANCIS LEWIS BLVD,,11427,288,0,288,"355,025","217,584",1952,2,C9,130000000,2/24/2022,40.7232616,-73.760473
13928,4,HOLLISWOOD,07 RENTALS - WALKUP APARTMENTS,2,10592,150,,C9,210-10 GRND CNTRL PKWY SR E,,11427,192,0,192,"225,000","145,056",1951,2,C9,130000000,2/24/2022,40.7244714,-73.7575463
13929,4,HOLLISWOOD,07 RENTALS - WALKUP APARTMENTS,2,10593,2,,C9,86-09 GRAND CENTRL PARKWAY,,11427,384,0,384,"432,200","290,112",1951,2,C9,130000000,2/24/2022,40.7246091,-73.760396
13970,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,11472,21,,A2,90-32 SHORE PARKWAY,,11414,1,0,1,"3,999","1,125",1960,1,A2,838000,8/31/2022,40.6645007,-73.8428855
13987,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,13970,97,,A2,157-43 90 STREET,,11414,1,0,1,"5,000","1,585",1950,1,A2,875000,3/17/2022,40.6609271,-73.842948
14009,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,13999,59,,A1,159-35 SAPPHIRE STREET,,11414,1,0,1,"4,367","2,162",1950,1,A1,0,11/18/2022,40.6561183,-73.853458
14024,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14012,110,,A2,159-23 91 STREET,,11414,1,0,1,"3,999","1,830",1960,1,A2,815000,12/12/2022,40.6581938,-73.8413218
14025,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14016,43,,A1,160-19 SAPPHIRE STREET,,11414,1,0,1,"4,260","2,300",1965,1,A1,835000,5/13/2022,40.65446,-73.8530472
14026,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14019,7,,A1,81-16 160 AVENUE,,11414,1,0,1,"3,788","2,608",1965,1,A1,860000,10/4/2022,40.6557434,-73.8500206
14027,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14019,36,,A2,81-15 161 AVENUE,,11414,1,0,1,"3,771","2,758",1965,1,A2,0,8/30/2022,40.6545243,-73.849717
14044,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14040,48,,A2,161-39 84 STREET,,11414,1,0,1,"3,999","2,366",1965,1,A2,0,10/25/2022,40.6535186,-73.8468289
14061,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14057,46,,A2,162-27 83 STREET,,11414,1,0,1,"3,999","2,449",1965,1,A2,999000,9/1/2022,40.6520209,-73.8474918
14103,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14168,9,,A1,158-04 99 STREET,,11414,1,0,1,"3,999","1,584",1920,1,A1,0,6/10/2022,40.661407,-73.8348226
14110,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14176,49,,A1,159-27 96 STREET,,11414,1,0,1,"3,000","1,004",1925,1,A1,511250,5/26/2022,40.6588266,-73.8365663
14115,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14180,38,,A1,159-53 100 STREET,,11414,1,0,1,"3,999","2,160",1930,1,A1,0,7/30/2022,40.658673,-73.8328219
14116,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14181,57,,A1,159-11 101 STREET,,11414,1,0,1,"4,000","1,968",1930,1,A1,900000,4/20/2022,40.6598714,-73.8320547
14119,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14185,33,,A2,95-07 161 AVENUE,,11414,1,0,1,"6,500","1,486",1960,1,A2,645000,2/28/2022,40.6563786,-73.8367741
14124,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14187,44,,A1,160-35 97 STREET,,11414,1,0,1,"3,999","2,059",1940,1,A1,860000,6/16/2022,40.6570186,-73.8351615
14132,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14191,43,,A2,161-39 95 STREET,,11414,1,0,1,"3,000",800,1940,1,A2,650000,5/26/2022,40.6550526,-73.8365863
14147,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14228,776,,A1,135 BROADWAY,,11414,1,0,1,"4,752",580,1920,1,A1,210635,3/11/2022,40.655504,-73.8317702
14148,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14231,821,,A1,99-43 RUSSELL STREET,,11414,1,0,1,"3,705","1,296",1930,1,A1,0,10/24/2022,40.6548283,-73.8313899
14149,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14231,1006,,A2,99-24 RUSSELL STREET,,11414,1,0,1,"2,099",504,1920,1,A2,0,7/6/2022,40.6542136,-73.8314887
14150,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14231,1107,,A2,99-49 1 STREET,,11414,1,0,1,"2,799","1,446",1920,1,A2,0,7/6/2022,40.6540785,-73.8311251
14153,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14234,290,,A2,1 BROADWAY,,11414,1,0,1,"2,880",720,1925,1,A2,190000,4/1/2022,40.6584199,-73.830523
14154,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14238,1051,,A1,102-28 RUSSELL STREET,,11414,1,0,1,"1,957",672,1925,1,A1,0,7/6/2022,40.6560576,-73.8293252
14155,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14238,1052,,A1,102-32 RUSSELL STREET,,11414,1,0,1,"1,975",896,1925,1,A1,235000,2/25/2022,40.6561096,-73.8292278
14156,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14240,1334,,A2,102-33 RAU COURT,,11414,1,0,1,"3,200","1,140",1915,1,A2,385000,10/11/2022,40.6542888,-73.8285585
14159,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14244,1341,,A2,99-33 JAMES COURT,,11414,1,0,1,"1,600",448,1920,1,A2,1000,2/28/2022,40.6524069,-73.8310572
14161,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14245,1452,,A1,99-39 164 AVENUE,,11414,1,0,1,"1,600","1,320",1930,1,A1,0,10/28/2022,40.6519562,-73.8307016
14163,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14246,1134,,A2,102-09 DAVENPORT COURT,,11414,1,0,1,"2,000","1,260",1930,1,A2,366000,9/14/2022,40.6536696,-73.8293133
14173,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,11412,18,,B2,149-22 81 STREET,,11414,2,0,2,"4,003","3,120",1960,1,B2,207500,11/23/2022,40.6682923,-73.854109
14182,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,11440,17,,B2,153-24 79 STREET,,11414,2,0,2,"3,392","2,392",1960,1,B2,994550,4/1/2022,40.6648682,-73.8552447
14190,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,11457,76,,B2,155-21 77 STREET,,11414,2,0,2,"3,691","2,184",2004,1,B2,950000,8/19/2022,40.6631017,-73.8561641
14192,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,11588,58,,B2,155-44 KILLARNEY STREET,,11414,2,0,2,"4,042","2,296",1955,1,B2,999999,8/5/2022,40.6648967,-73.8394927
14194,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,11589,43,,B2,155-32 LAHN STREET,,11414,2,0,2,"4,150","2,296",1955,1,B2,435000,8/24/2022,40.6650435,-73.8384831
14195,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,11590,51,,B2,155-39 LAHN STREET,,11414,2,0,2,"4,125","2,288",1955,1,B2,0,8/29/2022,40.6647217,-73.8379936
14196,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,11591,8,,B2,155-04 BRIDGETON STREET,,11414,2,0,2,"4,900","2,340",1950,1,B2,1435000,10/11/2022,40.6654908,-73.8364238
14197,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,11591,26,,B2,155-40 BRIDGETON STREET,,11414,2,0,2,"4,500","2,210",1950,1,B2,1200000,4/25/2022,40.6645196,-73.8367253
14203,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,13985,11,,B3,158-14 87 STREET,,11414,2,0,2,"5,000","1,800",1950,1,B3,0,3/16/2022,40.6595561,-73.8460581
14207,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,14071,83,,B1,163-62 88 STREET,,11414,2,0,2,"6,499","2,024",1970,1,B1,0,9/1/2022,40.6503484,-73.8427531
14212,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,14141,10,,B2,155-10 COHANCY STREET,,11414,2,0,2,"3,999","2,496",1975,1,B2,1345000,1/4/2023,40.6651272,-73.8355704
14213,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,14142,69,,B2,155-21 COHANCY STREET,,11414,2,0,2,"3,880","3,744",1965,1,B2,0,11/14/2022,40.6647039,-73.8351173
14246,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,14246,1185,,B1,102-26 DAVENPORT COURT,,11414,2,0,2,"3,840","2,400",2005,1,B1,905000,5/16/2022,40.6534794,-73.828712
14247,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,14255,1700,,B2,102-29 LOCKWOOD COURT,,11414,2,0,2,"4,679","2,110",1930,1,B2,699000,10/20/2022,40.6510133,-73.8278606
14250,4,HOWARD BEACH,03 THREE FAMILY DWELLINGS,1,11458,66,,C0,155-31 SAPPHIRE STREET,,11414,3,0,3,"2,246","3,448",2001,1,C0,700000,6/22/2022,40.6629056,-73.8551336
14251,4,HOWARD BEACH,03 THREE FAMILY DWELLINGS,1,11458,78,,C0,155-09 SAPPHIRE STREET,,11414,3,0,3,"3,162","3,648",2001,1,C0,1300000,7/7/2022,40.6635233,-73.8552801
14252,4,HOWARD BEACH,03 THREE FAMILY DWELLINGS,1,14142,65,,C0,155-33 COHANCY STREET,,11414,3,0,3,"3,880","3,744",1950,1,C0,1359000,3/17/2022,40.6643856,-73.8352154
14273,4,HOWARD BEACH,05 TAX CLASS 1 VACANT LAND,1B,11410,69,,V0,149-15 SAPPHIRE STREET,,11414,0,0,0,"5,400",0,,1,V0,0,3/3/2022,40.6681745,-73.856474
14511,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,941,19,,A1,20-26 74TH STREET,,11370,1,0,1,"4,584","2,372",1970,1,A1,0,2/24/2022,40.7706268,-73.8960565
14513,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,947,45,,A5,78-15 21 AVENUE,,11370,1,0,1,"1,799","1,890",1955,1,A5,880000,11/1/2022,40.7709217,-73.8914096
14515,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,970,37,,A2,74-05 DITMARS BOULEVARD,,11370,1,0,1,"4,000","1,211",1930,1,A2,880000,4/8/2022,40.7686469,-73.8950018
14518,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1003,9,,A1,71-18 DITMARS BOULEVARD,,11370,1,0,1,"3,999","1,440",1925,1,A1,0,6/22/2022,40.767853,-73.8972666
14519,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1053,46,,A5,25-53 76 STREET,,11370,1,0,1,"2,000","2,035",1960,1,A5,930000,10/3/2022,40.7609586,-73.8917435
14522,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1058,29,,A5,25-46 82 STREET,,11370,1,0,1,"2,000","1,440",1950,1,A5,917500,5/4/2022,40.7617032,-73.8867788
14525,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1084,101,,A2,23-67 89 STREET,,11369,1,0,1,"4,399","2,208",1935,1,A2,1065000,9/16/2022,40.7659807,-73.8798222
14546,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1140,42,,A5,31-37 69 STREET,,11377,1,0,1,"2,000","1,440",1945,1,A5,901000,7/11/2022,40.7569101,-73.8976805
14574,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1271,66,,A2,35-35 LEVERICH STREET,,11372,1,0,1,"1,663",814,1920,1,A2,630000,2/7/2022,40.7500127,-73.8948146
14581,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1357,59,,A5,25-15 83 STREET,,11370,1,0,1,"2,000","1,504",1930,1,A5,900000,4/25/2022,40.7626762,-73.8854199
14592,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1361,21,,A5,25-26 88 STREET,,11369,1,0,1,"1,799","1,998",1955,1,A5,0,6/9/2022,40.7628422,-73.8813007
14614,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1384,21,,A5,30-32 87 STREET,,11369,1,0,1,"1,900","1,368",1945,1,A5,810000,12/29/2022,40.7607568,-73.8818676
14625,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1406,50,,A5,31-37 94 STREET,,11369,1,0,1,"2,339","1,284",1925,1,A5,830000,9/28/2022,40.7593572,-73.8742897
14638,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1445,24,,A5,34-36 85 STREET,,11372,1,0,1,"2,000","1,724",1930,1,A5,1462500,5/31/2022,40.7528936,-73.8823363
14650,4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1483,17,,A5,37-20 WARREN STREET,,11372,1,0,1,"1,905","1,488",1930,1,A5,0,10/10/2022,40.7506232,-73.8715885
14652,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,944,58,,B1,19-60 76TH STREET,,11370,2,0,2,"3,344","2,372",1994,1,B1,1450000,11/8/2022,40.7708062,-73.8941139
14654,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,967,18,,B3,21-38 72 STREET,,11370,2,0,2,"2,499","1,744",1930,1,B3,955000,8/5/2022,40.7689072,-73.897561
14665,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1003,7,,B1,71-16 DITMARS BOULEVARD,,11370,2,0,2,"3,999","1,125",1920,1,B1,1450000,6/22/2022,40.7678366,-73.897411
14675,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1047,68,,B1,25-39 BOODY STREET,,11377,2,0,2,"4,617","1,936",1960,1,B1,0,12/23/2022,40.7611916,-73.8973996
14694,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1077,41,,B3,82-19 ASTORIA BOULEVARD,,11370,2,0,2,"4,644","3,036",1945,1,B3,2665000,7/27/2022,40.7651805,-73.8864877
14696,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1084,129,,B1,23-52 91 STREET,,11369,2,0,2,"2,838","2,148",2010,1,B1,0,2/11/2022,40.7662983,-73.8790997
14711,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1117,56,,B1,30-42 69 STREET,,11377,2,0,2,"2,090","1,944",1950,1,B1,0,4/20/2022,40.7586319,-73.8986381
14753,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1257,26,,B1,34-40 71 STREET,,11372,2,0,2,"2,000","2,100",1935,1,B1,0,12/5/2022,40.7514239,-73.8953249
14769,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1380,11,,B3,30-12 83 STREET,,11370,2,0,2,"2,000","2,080",1930,1,B3,0,6/16/2022,40.7608841,-73.8856792
14771,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1381,40,,B2,83-13 31 AVENUE,,11370,2,0,2,"4,189","1,848",1925,1,B2,995000,10/25/2022,40.7595628,-73.8845264
14778,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1391,30,,B2,30-17 93 STREET,,11369,2,0,2,"2,342","1,440",1930,1,B2,880000,2/7/2022,40.7608545,-73.8756117
14783,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1398,52,,B3,31-13 86TH STREET,,11432,2,0,2,"2,079","1,680",1940,1,B3,0,10/21/2022,40.7591759,-73.8819426
14800,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1464,19,,B2,35-26 91 STREET,,11372,2,0,2,"2,241","1,512",1920,1,B2,960000,10/5/2022,40.7518526,-73.8764586
14804,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1466,16,,B1,35-24 93 STREET,,11372,2,0,2,"2,399","2,448",1920,1,B1,1375000,10/6/2022,40.7520784,-73.8745994
14823,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,968,16,,C0,21-22 73 STREET,,11370,3,0,3,"3,000","1,890",1960,1,C0,0,7/22/2022,40.769428,-73.8967118
14825,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1001,1,,C0,69-02 DITMARS BOULEVARD,,11370,3,0,3,"3,000","2,902",1955,1,C0,0,9/1/2022,40.7680089,-73.8997213
14826,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1004,1,,C0,72-04 DITMARS BOULEVARD,,11370,3,0,3,"3,200","2,902",1960,1,C0,0,12/6/2022,40.7678884,-73.89692
14833,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1054,34,,C0,77-19 30 AVENUE,,11370,3,0,3,"2,300","3,234",1965,1,C0,1450000,4/21/2022,40.7610533,-73.8903067
14835,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1077,39,,C0,82-17 ASTORIA BOULEVARD,,11370,3,0,3,"2,730","2,370",2010,1,C0,2665000,7/27/2022,40.7651721,-73.8863217
14836,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1102,35,,C0,24-56 92 STREET,,11369,3,0,3,"2,699","4,230",2015,1,C0,0,10/27/2022,40.7641641,-73.877674
14837,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1118,61,,C0,30-30 70 STREET,,11370,3,0,3,"2,065","2,365",1960,1,C0,1090000,4/26/2022,40.7590757,-73.8976736
14848,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1121,42,,C0,72-05 31 AVENUE,,11370,3,0,3,"1,980","2,902",1950,1,C0,0,10/7/2022,40.7585216,-73.8950683
14870,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1166,24,,C0,32-38 71 STREET,,11370,3,0,3,"1,966","2,650",1965,1,C0,1360000,11/28/2022,40.7554484,-73.8960585
14886,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1286,45,,C0,37-18 76 STREET,,11372,3,0,3,"2,000","4,254",1931,1,C0,913500,6/8/2022,40.7485948,-73.8901467
14889,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1362,28,,C0,25-38 89 STREET,,11369,3,0,3,"2,900","2,000",1965,1,C0,10,11/10/2022,40.7626189,-73.8803084
14894,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1394,6,,C0,82-14 31ST AVENUE,,11370,3,0,3,"2,099","3,370",2019,1,C0,0,8/25/2022,40.7590504,-73.8853864
14896,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1397,49,,C0,31-15 85 STREET,,11370,3,0,3,"2,417","2,200",1925,1,C0,1330000,5/18/2022,40.7590561,-73.8828704
14899,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1415,58,,C0,32-41 85 STREET,,11370,3,0,3,"2,358","2,136",1930,1,C0,1282000,2/16/2022,40.7567748,-73.8824558
14906,4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1484,67,,C0,37-43 WARREN STREET,,11372,3,0,3,"2,374","2,412",1930,1,C0,0,1/6/2023,40.7501583,-73.8707412
14909,4,JACKSON HEIGHTS,05 TAX CLASS 1 VACANT LAND,1B,1005,4,,V0,73-08 DITMARS BOULEVARD,,11370,0,0,0,"3,000",0,,1,V0,0,4/14/2022,40.7680191,-73.8958151
